Experiment,well,scan id,lambda max wavelength,lambda max absorbance,well,concentration,volume,additive,Equilibration,temp,Minutes_Between_LastAddition_and_Scan
CMH_059,F09,scan_085,608,0.27,F09,100,35,C5,Y,26.3,41.92106257
CMH_031,E04,scan_036,620,0.392,E04,100,40,C5,Y,26.9,41.13828163
CMH_031,E08,scan_074,623,0.342,E08,100,40,C5,Y,26.8,48.91761607
CMH_059,H04,scan_042,656.3333333,0.315,H04,100,40,C5,Y,26,43.8580551
CMH_059,G09,scan_086,637.6666667,0.271,G09,100,40,C5,Y,26.3,48.73938887
CMH_031,F04,scan_036,636.625,0.324,F04,100,45,C5,Y,26.9,38.93527713
CMH_031,F08,scan_074,642.75,0.324,F08,100,45,C5,Y,26.8,46.72161357
CMH_059,A05,scan_042,661.25,0.322,A05,100,45,C5,Y,26,41.6438968
CMH_059,H09,scan_086,658.125,0.286,H09,100,45,C5,Y,26.3,46.5318908
CMH_031,G04,scan_036,635.8571429,0.372,G04,100,50,C5,Y,26.9,36.73678223
CMH_031,G08,scan_074,638.0833333,0.289,G08,100,50,C5,Y,26.8,44.5347821
CMH_059,B05,scan_043,670.4285714,0.261,B05,100,50,C5,Y,25.9,46.83089177
CMH_059,A10,scan_086,646.5,0.258,A10,100,50,C5,Y,26.3,44.33056417
CMH_031,H04,scan_036,638,0.323,H04,100,55,C5,Y,26.9,34.53360627
CMH_031,H08,scan_074,656.3333333,0.257,H08,100,55,C5,Y,26.8,42.34909295
CMH_059,C05,scan_043,657.75,0.268,C05,100,55,C5,Y,25.9,44.60705697
CMH_059,B10,scan_086,668.4,0.264,B10,100,55,C5,Y,26.3,42.1153917
CMH_031,A05,scan_036,617.9090909,0.224,A05,100,60,C5,Y,26.9,32.3496061
CMH_031,A09,scan_074,623,0.229,A09,100,60,C5,Y,26.8,40.13428323
CMH_059,D05,scan_043,670.125,0.236,D05,100,60,C5,Y,25.9,42.39755913
CMH_059,C10,scan_087,666,0.18,C10,100,60,C5,Y,26.3,48.96205825
CNH_049,C07,scan_036,690,0.537,C07,0.001,20,C4,N,26.3,78.41601953
CNH_049,E09,scan_037,674,0.478,E09,0.001,20,C4,N,26.5,46.63018728
CNH_049,D07,scan_036,745,0.61,D07,0.001,50,C4,N,26.3,76.24456335
CNH_049,F09,scan_037,687,0.545,F09,0.001,50,C4,N,26.5,44.46902713
CNH_049,E07,scan_036,692.6666667,0.546,E07,0.01,10,C4,N,26.3,74.07802232
CNH_049,G09,scan_037,736,0.566,G09,0.01,10,C4,N,26.5,42.32519377
CNH_049,F07,scan_036,703.5,0.528,F07,0.01,20,C4,N,26.3,71.91735642
CNH_049,H09,scan_038,710,0.533,H09,0.01,20,C4,N,26.6,47.3326811
CNH_049,G07,scan_036,726,0.53,G07,0.01,50,C4,N,26.3,69.75035652
CNH_049,A10,scan_038,697,0.55,A10,0.01,50,C4,N,26.6,45.18468027
CNH_049,H07,scan_036,675,0.552,H07,0.1,10,C4,N,26.3,67.59534862
CNH_049,B10,scan_038,691,0.563,B10,0.1,10,C4,N,26.6,43.00568597
CNH_049,A08,scan_036,684,0.52,A08,0.1,20,C4,N,26.3,65.43518772
CNH_049,C10,scan_039,693,0.527,C10,0.1,20,C4,N,26.7,48.01269015
CNH_049,B08,scan_036,691,0.525,B08,0.1,50,C4,N,26.3,63.25402502
CNH_049,D10,scan_039,704.6,0.55,D10,0.1,50,C4,N,26.7,45.83168498
CNH_049,C08,scan_036,759,0.614,C08,1,10,C4,N,26.3,61.08902367
CNH_049,E10,scan_039,693,0.563,E10,1,10,C4,N,26.7,43.68152702
CNH_049,D08,scan_036,729,0.58,D08,1,20,C4,N,26.3,58.91235115
CNH_049,F10,scan_039,672.6666667,0.529,F10,1,20,C4,N,26.7,41.54035278
CMH_057,H02,scan_034,748,0.59,H02,1,20,C4,Y,25.9,46.07171393
CMH_057,C07,scan_062,770.5,0.593,C07,1,20,C4,Y,26,45.9988851
CMH_016,C01,scan_028,762,0.596,C01,1,30,C4,Y,25.9,61.2612527
CMH_016,G04,scan_062,726.25,0.566,G04,1,30,C4,Y,26.4,63.65606498
CMH_038,C01,scan_024,789,0.609,C01,1,30,C4,Y,26.1,53.02076007
CMH_038,B04,scan_052,759.5,0.634,B04,1,30,C4,Y,26.2,53.1239283
CMH_068,H06,scan_051,785.6666667,0.614,H06,1,30,C4,Y,25.3,52.85239807
CMH_016,D01,scan_028,749.8333333,0.555,D01,1,35,C4,Y,25.9,59.04008567
CMH_016,H04,scan_062,748.6666667,0.548,H04,1,35,C4,Y,26.4,61.43874652
CMH_057,A03,scan_034,765,0.631,A03,1,35,C4,Y,25.9,43.8515587
CMH_057,D07,scan_062,789,0.682,D07,1,35,C4,Y,26,43.78098475
CMH_016,E01,scan_028,667,0.5,E01,1,40,C4,Y,25.9,56.83373503
CMH_016,A05,scan_062,711.6666667,0.525,A05,1,40,C4,Y,26.4,59.23558515
CMH_057,B03,scan_034,760,0.646,B03,1,40,C4,Y,25.9,41.63189465
CMH_057,E07,scan_062,788,0.675,E07,1,40,C4,Y,26,41.56705595
NLM_166,C02,scan_025,716.7142857,0.472,C02,1,40,C4,Y,25.7,41.72739878
NLM_166,F03,scan_028,769,0.629,F03,1,40,C4,Y,25.8,37.6928881
NLM_166,C05,scan_054,782,0.621,C05,1,40,C4,Y,26.1,42.5935655
NLM_166,F06,scan_057,766.4444444,0.643,F06,1,40,C4,Y,26.1,41.63722882
CMH_016,B05,scan_062,750.5,0.596,B05,1,45,C4,Y,26.4,57.010246
CMH_057,C03,scan_035,762.5,0.649,C03,1,45,C4,Y,25.9,46.55955883
CMH_057,F07,scan_063,781,0.65,F07,1,45,C4,Y,26.1,47.99471642
CMH_059,E05,scan_043,789,0.653,E05,1,45,C4,Y,25.9,40.19188058
CMH_059,D10,scan_087,810.5,0.697,D10,1,45,C4,Y,26.3,46.76755703
CNH_049,E08,scan_036,740,0.597,E08,1,50,C4,N,26.3,56.75985835
CNH_049,G10,scan_040,668.5,0.486,G10,1,50,C4,N,26.7,46.57352153
CMH_057,G07,scan_063,779,0.674,G07,1,50,C4,Y,26.1,45.77372353
NLM_166,G01,scan_024,771,0.543,G01,1,50,C4,Y,25.6,43.8087247
NLM_166,B03,scan_028,785,0.62,B03,1,50,C4,Y,25.8,46.52506405
NLM_166,G04,scan_053,786,0.656,G04,1,50,C4,Y,26,43.69373002
NLM_166,B06,scan_056,793.3333333,0.67,B06,1,50,C4,Y,26.1,42.69239005
CMH_038,D01,scan_024,748,0.596,D01,1,60,C4,Y,26.1,50.78359232
CMH_038,C04,scan_052,763,0.638,C04,1,60,C4,Y,26.2,50.8774212
CMH_057,E03,scan_035,798.8333333,0.688,E03,1,60,C4,Y,25.9,42.12639177
CMH_057,H07,scan_063,808,0.667,H07,1,60,C4,Y,26.1,43.56355882
CMH_068,A07,scan_051,776.5,0.631,A07,1,60,C4,Y,25.3,50.63639752
CNH_049,F08,scan_036,759,0.613,F08,10,10,C4,N,26.3,54.59551418
CNH_049,H10,scan_040,689.5,0.561,H10,10,10,C4,N,26.7,44.43485727
CMH_038,E01,scan_024,740.6,0.73,E01,10,10,C4,Y,26.1,48.5649628
CMH_038,D04,scan_052,788,0.668,D04,10,10,C4,Y,26.2,48.64222788
CMH_068,B07,scan_051,743.5,0.573,B07,10,10,C4,Y,25.3,48.43206238
CMH_038,F01,scan_024,760,0.624,F01,10,15,C4,Y,26.1,46.33692932
CMH_038,E04,scan_052,751,0.608,E04,10,15,C4,Y,26.2,46.40692382
CMH_057,F03,scan_036,725.5,0.587,F03,10,15,C4,Y,26,47.09438802
CMH_057,A08,scan_063,730,0.618,A08,10,15,C4,Y,26.1,41.35555875
CMH_068,C07,scan_051,744,0.564,C07,10,15,C4,Y,25.3,46.23421985
CNH_049,G08,scan_036,713.25,0.579,G08,10,20,C4,N,26.3,52.43918977
CNH_049,A11,scan_040,725,0.549,A11,10,20,C4,N,26.7,42.26935345
CMH_038,G01,scan_024,775.3333333,0.622,G01,10,20,C4,Y,26.1,44.12242683
CMH_038,F04,scan_052,782,0.637,F04,10,20,C4,Y,26.2,44.1650851
CMH_068,D07,scan_051,770,0.594,D07,10,20,C4,Y,25.3,44.03539585
CMH_016,G01,scan_028,745,0.592,G01,10,25,C4,Y,25.9,52.42641947
CMH_016,C05,scan_062,699.125,0.59,C05,10,25,C4,Y,26.4,54.79245293
CMH_057,G03,scan_036,767,0.623,G03,10,25,C4,Y,26,44.89306153
CMH_057,B08,scan_064,756.3333333,0.614,B08,10,25,C4,Y,26.1,47.79673027
CMH_016,H01,scan_028,763,0.561,H01,10,30,C4,Y,25.9,50.23175098
CMH_016,D05,scan_062,724,0.833,D05,10,30,C4,Y,26.4,52.57392
CMH_038,H01,scan_024,776.6666667,0.623,H01,10,30,C4,Y,26.1,41.90142543
CMH_038,G04,scan_052,758.25,0.628,G04,10,30,C4,Y,26.2,41.93775803
CMH_068,E07,scan_051,782,0.633,E07,10,30,C4,Y,25.3,41.83955698
CMH_016,A02,scan_028,644.6363636,0.519,A02,10,35,C4,Y,25.9,48.02941845
CMH_016,E05,scan_062,708.5,0.499,E05,10,35,C4,Y,26.4,50.35458445
CMH_057,H03,scan_036,772.6666667,0.638,H03,10,35,C4,Y,26,42.67206145
CMH_057,C08,scan_064,738,0.615,C08,10,35,C4,Y,26.1,45.58589262
NLM_166,H01,scan_025,752.8333333,0.512,H01,10,35,C4,Y,25.7,48.35639742
NLM_166,C03,scan_028,786.4,0.628,C03,10,35,C4,Y,25.8,44.32339653
NLM_166,H04,scan_053,775,0.622,H04,10,35,C4,Y,26,41.46773212
NLM_166,C06,scan_057,762,0.647,C06,10,35,C4,Y,26.1,48.24389013
CMH_016,B02,scan_028,757,0.6,B02,10,40,C4,Y,25.9,45.80641647
CMH_016,F05,scan_062,746.5384615,0.532,F05,10,40,C4,Y,26.4,48.13641738
CMH_038,A02,scan_025,755.6,0.613,A02,10,40,C4,Y,26.2,46.38759328
CMH_038,H04,scan_053,794.3333333,0.652,H04,10,40,C4,Y,26.3,47.42075732
CMH_068,F07,scan_052,818.3333333,0.651,F07,10,40,C4,Y,25.4,48.26588887
CMH_016,C02,scan_028,755,0.592,C02,10,45,C4,Y,25.9,43.61008063
CMH_016,G05,scan_062,729,0.521,G05,10,45,C4,Y,26.4,45.93441895
CMH_057,A04,scan_037,760.6666667,0.647,A04,10,45,C4,Y,26,47.6287229
CMH_057,D08,scan_064,775.5,0.643,D08,10,45,C4,Y,26.1,43.38455938
CNH_049,H08,scan_036,710.5,0.556,H08,10,50,C4,N,26.3,50.28402085
CNH_049,B11,scan_040,728.5,0.577,B11,10,50,C4,N,26.7,40.09468885
CMH_016,D02,scan_029,767.5,0.563,D02,10,50,C4,Y,26.1,48.29572083
CMH_016,H05,scan_062,741.25,0.51,H05,10,50,C4,Y,26.4,43.72691768
CMH_038,B02,scan_025,752.5,0.631,B02,10,50,C4,Y,26.2,44.14108995
CMH_038,A05,scan_053,800,0.685,A05,10,50,C4,Y,26.3,45.18509335
CMH_068,G07,scan_052,798,0.649,G07,10,50,C4,Y,25.4,46.07639073
CMH_016,E02,scan_029,789,0.605,E02,10,55,C4,Y,26.1,46.10202698
CMH_016,A06,scan_062,704,0.548,A06,10,55,C4,Y,26.4,41.51141177
CMH_057,B04,scan_037,798,0.661,B04,10,55,C4,Y,26,45.40656377
CMH_057,E08,scan_064,773,0.662,E08,10,55,C4,Y,26.1,41.17106247
CMH_016,F02,scan_029,769,0.623,F02,10,60,C4,Y,26.1,43.89525295
CMH_016,B06,scan_063,735.2,0.504,B06,10,60,C4,Y,26.5,47.42708623
CMH_038,C02,scan_025,789,0.613,C02,10,60,C4,Y,26.2,41.90275578
CMH_038,B05,scan_053,800,0.675,B05,10,60,C4,Y,26.3,42.95242197
CMH_068,H07,scan_052,812,0.639,H07,10,60,C4,Y,25.4,43.88689267
CMH_016,G02,scan_029,781,0.599,G02,100,7,C4,Y,26.1,41.70324963
CMH_016,C06,scan_063,751.3333333,0.575,C06,100,7,C4,Y,26.5,45.21808808
CMH_038,D02,scan_026,777,0.606,D02,100,7,C4,Y,26.3,46.41192958
CMH_038,C05,scan_054,802,0.628,C05,100,7,C4,Y,26.3,48.43342193
CMH_068,A08,scan_052,762.5,0.595,A08,100,7,C4,Y,25.4,41.2532257
CMH_016,H02,scan_030,762,0.578,H02,100,8,C4,Y,26.1,46.40791948
CMH_016,D06,scan_063,751.3333333,0.59,D06,100,8,C4,Y,26.5,42.99824822
CMH_038,E02,scan_026,788,0.664,E02,100,8,C4,Y,26.3,44.18556633
CMH_038,D05,scan_054,744,0.606,D05,100,8,C4,Y,26.3,46.19308588
CMH_068,B08,scan_053,782,0.619,B08,100,8,C4,Y,25.4,47.6918918
CMH_016,A03,scan_030,784,0.616,A03,100,9,C4,Y,26.1,44.19357768
CMH_016,E06,scan_064,775,0.642,E06,100,9,C4,Y,26.5,48.9234133
CMH_038,F02,scan_026,801,0.647,F02,100,9,C4,Y,26.3,41.97309068
CMH_038,E05,scan_054,763,0.583,E05,100,9,C4,Y,26.3,43.96392713
CMH_068,C08,scan_053,793,0.645,C08,100,9,C4,Y,25.4,45.4787288
CNH_049,A09,scan_036,789,0.627,A09,100,10,C4,N,26.3,48.10635317
CNH_049,C11,scan_040,780.6666667,0.619,C11,100,10,C4,N,26.7,37.92535757
CMH_057,C04,scan_037,797.25,0.645,C04,100,10,C4,Y,26,43.1962204
CMH_057,F08,scan_065,789.5,0.674,F08,100,10,C4,Y,26.1,47.62689283
CMH_016,B03,scan_030,739,0.521,B03,100,12,C4,Y,26.1,41.98641638
CMH_016,F06,scan_064,759,0.567,F06,100,12,C4,Y,26.5,46.72842032
CMH_038,G02,scan_027,807.5,0.671,G02,100,12,C4,Y,26.3,46.50109077
CMH_038,F05,scan_054,797,0.636,F05,100,12,C4,Y,26.3,41.73742868
CMH_068,D08,scan_053,792,0.635,D08,100,12,C4,Y,25.4,43.27505773
CMH_016,C03,scan_031,797.6,0.634,C03,100,14,C4,Y,26.1,46.70974547
CMH_016,G06,scan_064,811,0.67,G06,100,14,C4,Y,26.5,44.5225793
CMH_057,D04,scan_038,772.5,0.635,D04,100,14,C4,Y,26,48.15184428
CMH_057,G08,scan_065,776,0.616,G08,100,14,C4,Y,26.1,45.43789167
CMH_016,D03,scan_031,755,0.565,D03,100,16,C4,Y,26.1,44.50408122
CMH_016,H06,scan_064,847.4,0.716,H06,100,16,C4,Y,26.5,42.33324552
CMH_038,H02,scan_027,841,0.693,H02,100,16,C4,Y,26.3,44.27542765
CMH_038,G05,scan_055,798,0.65,G05,100,16,C4,Y,26.3,47.21959275
CMH_068,E08,scan_053,781,0.607,E08,100,16,C4,Y,25.4,41.0778899
CMH_016,E03,scan_031,837.5,0.691,E03,100,18,C4,Y,26.1,42.31524642
CMH_016,A07,scan_065,780.2,0.603,A07,100,18,C4,Y,26.5,48.2637537
CMH_038,A03,scan_027,815,0.689,A03,100,18,C4,Y,26.3,42.05892612
CMH_038,H05,scan_055,775,0.647,H05,100,18,C4,Y,26.3,45.00142112
CMH_068,F08,scan_054,786.5,0.622,F08,100,18,C4,Y,25.4,47.54123022
CNH_049,B09,scan_036,833.5,0.61,B09,100,20,C4,N,26.3,45.94152228
CNH_049,D11,scan_040,783,0.492,D11,100,20,C4,N,26.7,35.77219013
CMH_057,E04,scan_038,782,0.631,E04,100,20,C4,Y,26,45.94872877
CMH_057,H08,scan_065,795,0.644,H08,100,20,C4,Y,26.1,43.23508497
CMH_016,F03,scan_032,840,0.675,F03,100,25,C4,Y,26.1,47.01341888
CMH_016,B07,scan_065,764,0.609,B07,100,25,C4,Y,26.5,46.04358762
CMH_038,B03,scan_028,820.5,0.669,B03,100,25,C4,Y,26.2,46.56908267
CMH_038,A06,scan_055,790.8,0.65,A06,100,25,C4,Y,26.3,42.78075513
CMH_068,G08,scan_054,790,0.602,G08,100,25,C4,Y,25.4,45.34955827
CMH_016,G03,scan_032,816.6666667,0.634,G03,100,30,C4,Y,26.1,44.82841008
CMH_016,C07,scan_065,804.6666667,0.863,C07,100,30,C4,Y,26.5,43.8329133
CMH_038,C03,scan_028,814,0.669,C03,100,30,C4,Y,26.2,44.34225217
CMH_038,B06,scan_056,801.5,0.62,B06,100,30,C4,Y,26.3,48.26292602
CMH_068,H08,scan_054,801.3333333,0.598,H08,100,30,C4,Y,25.4,43.15773103
CMH_016,H03,scan_032,814.6666667,0.634,H03,100,35,C4,Y,26.1,42.62925222
CMH_038,D03,scan_028,805.5714286,0.665,D03,100,35,C4,Y,26.2,42.10975782
CMH_038,C06,scan_056,784,0.627,C06,100,35,C4,Y,26.3,46.02676055
CMH_068,A09,scan_054,793,0.595,A09,100,35,C4,Y,25.4,40.96706413
CMH_016,A04,scan_032,823,0.648,A04,100,40,C4,Y,26.1,40.44241852
CMH_016,E07,scan_066,822,0.671,E07,100,40,C4,Y,26.4,47.57358837
CMH_038,E03,scan_028,797,0.629,E03,100,40,C4,Y,26.2,39.87658445
CMH_038,D06,scan_056,786,0.632,D06,100,40,C4,Y,26.3,43.81108837
CMH_068,B09,scan_055,797.6666667,0.612,B09,100,40,C4,Y,25.4,47.43223068
CMH_016,B04,scan_032,825.5,0.671,B04,100,45,C4,Y,26.1,38.23925285
CMH_016,F07,scan_066,799,0.611,F07,100,45,C4,Y,26.4,45.37707078
CMH_038,F03,scan_028,785,0.658,F03,100,45,C4,Y,26.2,37.6625819
CMH_038,E06,scan_056,782,0.544,E06,100,45,C4,Y,26.3,41.58709388
CMH_068,C09,scan_055,783.5,0.594,C09,100,45,C4,Y,25.4,45.23072243
CNH_049,C09,scan_036,845.5,0.585,C09,100,50,C4,N,26.3,43.76852573
CNH_049,E11,scan_040,813,0.555,E11,100,50,C4,N,26.7,33.62285623
CMH_016,C04,scan_032,813,0.603,C04,100,50,C4,Y,26.1,36.0395805
CMH_038,G03,scan_028,804.1,0.416,G03,100,50,C4,Y,26.2,35.4517602
CMH_038,F06,scan_056,758.4,0.681,F06,100,50,C4,Y,26.3,39.36875485
CMH_068,D09,scan_055,772,0.55,D09,100,50,C4,Y,25.4,43.04439202
CMH_016,D04,scan_032,798,0.534,D04,100,55,C4,Y,26.1,33.8337456
CMH_016,H07,scan_066,792,0.611,H07,100,55,C4,Y,26.4,40.98791385
CMH_038,H03,scan_028,773,0.485,H03,100,55,C4,Y,26.2,33.24508863
CMH_038,G06,scan_056,729,0.484,G06,100,55,C4,Y,26.3,37.15488402
CMH_068,E09,scan_055,761,0.557,E09,100,55,C4,Y,25.4,40.84439815
CMH_016,E04,scan_032,751,0.48,E04,100,60,C4,Y,26.1,31.63925088
CMH_016,A08,scan_066,642,0.287,A08,100,60,C4,Y,26.4,38.78941377
CMH_038,A04,scan_028,746.5,0.541,A04,100,60,C4,Y,26.2,31.03259427
CMH_038,H06,scan_056,752.25,0.473,H06,100,60,C4,Y,26.3,34.92442123
CMH_068,F09,scan_055,751,0.537,F09,100,60,C4,Y,25.4,38.66505875
CNH_065,C07,scan_036,645.2,0.506,C07,0.001,20,C1,N,26.4,77.59286532
CNH_065,E09,scan_037,690,0.529,E09,0.001,20,C1,N,26.6,45.73837297
CNH_065,D07,scan_036,727,0.542,D07,0.001,50,C1,N,26.4,75.41436677
CNH_065,F09,scan_037,711,0.526,F09,0.001,50,C1,N,26.6,43.57200975
CNH_065,E07,scan_036,693,0.543,E07,0.01,10,C1,N,26.4,73.2488721
CNH_065,G09,scan_037,688.4,0.519,G09,0.01,10,C1,N,26.6,41.42270727
CNH_065,F07,scan_036,705,0.526,F07,0.01,20,C1,N,26.4,71.09669845
CNH_065,H09,scan_038,715.75,0.539,H09,0.01,20,C1,N,26.6,46.44486907
CNH_065,G07,scan_036,692.5555556,0.526,G07,0.01,50,C1,N,26.4,68.9198703
CNH_065,A10,scan_038,692.5,0.523,A10,0.01,50,C1,N,26.6,44.29370785
CNH_065,H07,scan_036,706,0.554,H07,0.1,10,C1,N,26.4,66.76254037
CNH_065,B10,scan_038,680.8333333,0.544,B10,0.1,10,C1,N,26.6,42.10603308
CNH_065,A08,scan_036,693,0.532,A08,0.1,20,C1,N,26.4,64.59736457
CNH_065,C10,scan_039,689,0.551,C10,0.1,20,C1,N,26.6,47.10920057
CNH_065,B08,scan_036,754,0.585,B08,0.1,50,C1,N,26.4,62.40986968
CNH_065,D10,scan_039,741.5,0.56,D10,0.1,50,C1,N,26.6,44.93154168
CNH_065,C08,scan_036,687.6666667,0.554,C08,1,10,C1,N,26.4,60.23525817
CNH_065,E10,scan_039,669,0.542,E10,1,10,C1,N,26.6,42.77287317
CNH_065,D08,scan_036,691.25,0.528,D08,1,20,C1,N,26.4,58.05770793
CNH_065,F10,scan_040,709.3333333,0.543,F10,1,20,C1,N,26.5,47.8233691
CMH_057,B01,scan_034,728.5,0.598,B01,1,20,C1,Y,25.9,77.10656158
CMH_018,C01,scan_028,734.3333333,0.556,C01,1,30,C1,Y,25.1,61.2964101
CMH_018,G04,scan_062,730,0.57,G04,1,30,C1,Y,25.6,63.67569138
CMH_037,C01,scan_024,765.8571429,0.582,C01,1,30,C1,Y,26.1,53.07157772
CMH_037,B04,scan_052,759.25,0.596,B04,1,30,C1,Y,25.9,53.15458817
CMH_018,D01,scan_028,710,0.547,D01,1,35,C1,Y,25.1,59.07424428
CMH_018,H04,scan_062,730,0.561,H04,1,35,C1,Y,25.6,61.46541858
CMH_057,C01,scan_034,745,0.611,C01,1,35,C1,Y,25.9,74.87606098
CMH_018,E01,scan_028,710.5,0.529,E01,1,40,C1,Y,25.1,56.86672718
CMH_018,A05,scan_062,715.3333333,0.548,A05,1,40,C1,Y,25.6,59.25342002
CMH_057,D01,scan_034,778.5,0.655,D01,1,40,C1,Y,25.9,72.64688935
CMH_063,B01,scan_028,774,0.635,B01,1,40,C1,Y,25.7,63.84572627
CMH_063,F04,scan_061,795.75,0.653,F04,1,40,C1,Y,25.9,63.8490577
CMH_018,F01,scan_028,740,0.541,F01,1,45,C1,Y,25.1,54.67424262
CMH_018,B05,scan_062,743,0.544,B05,1,45,C1,Y,25.6,57.0250806
CMH_057,E01,scan_034,754,0.621,E01,1,45,C1,Y,25.9,70.42939368
CNH_065,E08,scan_036,726.8333333,0.562,E08,1,50,C1,N,26.4,55.89621055
CNH_065,G10,scan_040,721.6,0.562,G10,1,50,C1,N,26.5,45.67985728
CMH_057,F01,scan_034,757.6,0.622,F01,1,50,C1,Y,25.9,68.22023048
CMH_073,F07,scan_052,760.5,0.574,F07,1,50,C1,Y,26.1,41.43179037
CMH_073,G07,scan_053,792,0.597,G07,1,50,C1,Y,26.2,47.94396138
CMH_073,H07,scan_053,773.8888889,0.584,H07,1,50,C1,Y,26.2,45.73811473
CMH_037,D01,scan_024,793,0.606,D01,1,60,C1,Y,26.1,50.84475578
CMH_057,G01,scan_034,773.6666667,0.658,G01,1,60,C1,Y,25.9,66.00055268
CMH_063,C01,scan_028,788,0.64,C01,1,60,C1,Y,25.7,61.61655368
CMH_063,G04,scan_061,789.5,0.657,G04,1,60,C1,Y,25.9,61.6345537
CNH_065,F08,scan_036,758,0.582,F08,10,10,C1,N,26.4,53.73253552
CNH_065,H10,scan_040,725,0.577,H10,10,10,C1,N,26.5,43.5305393
CMH_037,E01,scan_024,745,0.559,E01,10,10,C1,Y,26.1,48.60808995
CMH_037,D04,scan_052,740,0.568,D04,10,10,C1,Y,25.9,48.65726038
CMH_037,F01,scan_024,751.5,0.554,F01,10,15,C1,Y,26.1,46.37042665
CMH_037,E04,scan_052,751.1666667,0.555,E04,10,15,C1,Y,25.9,46.4347564
CMH_057,H01,scan_034,713.6666667,0.58,H01,10,15,C1,Y,25.9,63.7962233
CMH_063,D01,scan_028,764,0.591,D01,10,15,C1,Y,25.7,59.39821513
CMH_063,H04,scan_061,760,0.593,H04,10,15,C1,Y,25.9,59.41489013
CNH_065,G08,scan_036,749.1666667,0.558,G08,10,20,C1,N,26.4,51.57953237
CNH_065,A11,scan_040,726.6666667,0.578,A11,10,20,C1,N,26.5,41.37970675
CMH_037,G01,scan_024,769,0.617,G01,10,20,C1,Y,26.1,44.14047307
CMH_037,F04,scan_052,769,0.611,F04,10,20,C1,Y,25.9,44.20159503
CMH_018,G01,scan_028,803,0.618,G01,10,25,C1,Y,25.1,52.46858327
CMH_018,C05,scan_062,768,0.592,C05,10,25,C1,Y,25.6,54.80974665
CMH_057,A02,scan_034,703,0.585,A02,10,25,C1,Y,25.9,61.58455555
NLM_166,D02,scan_026,808.3333333,0.563,D02,10,25,C1,Y,25.8,46.26156298
NLM_166,G03,scan_028,782,0.606,G03,10,25,C1,Y,25.8,35.48288698
NLM_166,D05,scan_055,775.5,0.616,D05,10,25,C1,Y,26.1,48.1355579
NLM_166,G06,scan_057,751.6666667,0.648,G06,10,25,C1,Y,26.1,39.45389322
CMH_018,H01,scan_028,790.5714286,0.592,H01,10,30,C1,Y,25.1,50.27807793
CMH_018,D05,scan_062,790.8181818,0.604,D05,10,30,C1,Y,25.6,52.59857745
CMH_037,H01,scan_024,812,0.66,H01,10,30,C1,Y,26.1,41.92492735
CMH_037,G04,scan_052,796,0.645,G04,10,30,C1,Y,25.9,41.97359157
CMH_018,A02,scan_028,758,0.572,A02,10,35,C1,Y,25.1,48.08074522
CMH_018,E05,scan_062,772,0.586,E05,10,35,C1,Y,25.6,50.3780809
CMH_057,B02,scan_034,721,0.592,B02,10,35,C1,Y,25.9,59.35138058
CMH_037,A02,scan_025,800,0.624,A02,10,40,C1,Y,26.2,46.42621968
CMH_037,H04,scan_053,819,0.665,H04,10,40,C1,Y,26.1,47.4542557
CMH_059,F05,scan_043,817,0.655,F05,10,40,C1,Y,25.9,37.97822702
CMH_059,E10,scan_087,819.5,0.691,E10,10,40,C1,Y,26.3,44.56122497
CMH_018,C02,scan_028,760,0.557,C02,10,45,C1,Y,25.1,43.65608603
CMH_057,C02,scan_034,723.5,0.583,C02,10,45,C1,Y,25.9,57.13856302
CMH_063,E01,scan_028,819,0.633,E01,10,45,C1,Y,25.7,57.17322295
CMH_063,A05,scan_061,849,0.665,A05,10,45,C1,Y,25.9,57.19789342
NLM_166,F01,scan_024,798,0.503,F01,10,45,C1,Y,25.6,46.01589648
NLM_166,A03,scan_027,795.3333333,0.594,A03,10,45,C1,Y,25.8,41.99839208
NLM_166,F04,scan_053,788,0.572,F04,10,45,C1,Y,26,45.89693453
NLM_166,A06,scan_056,811,0.62,A06,10,45,C1,Y,26.1,44.89605367
CNH_065,H08,scan_036,783.6666667,0.582,H08,10,50,C1,N,26.4,49.41887058
CNH_065,B11,scan_040,763,0.59,B11,10,50,C1,N,26.5,39.21237473
CMH_018,D02,scan_029,754,0.523,D02,10,50,C1,Y,25.3,48.34458567
CMH_018,H05,scan_062,782.6666667,0.578,H05,10,50,C1,Y,25.6,43.74574693
CMH_037,B02,scan_025,790,0.607,B02,10,50,C1,Y,26.2,44.1955921
CMH_037,A05,scan_053,851,0.674,A05,10,50,C1,Y,26.1,45.22426082
CMH_018,E02,scan_029,743,0.489,E02,10,55,C1,Y,25.3,46.15124665
CMH_018,A06,scan_062,778,0.623,A06,10,55,C1,Y,25.6,41.53975158
CMH_057,D02,scan_034,706.5,0.569,D02,10,55,C1,Y,25.9,54.9302288
CMH_018,B06,scan_063,799,0.605,B06,10,60,C1,Y,25.6,47.44024895
CMH_037,C02,scan_025,805,0.597,C02,10,60,C1,Y,26.2,41.98142542
CMH_037,B05,scan_053,815,0.63,B05,10,60,C1,Y,26.1,42.98339707
CMH_063,F01,scan_028,797,0.592,F01,10,60,C1,Y,25.7,54.9633756
CMH_063,B05,scan_061,788.5,0.597,B05,10,60,C1,Y,25.9,54.97555912
